file,line,type,snippet
"scans\stub-report-2025-09-10T15-07-02-285Z.md",75,MARKER,"| notifications | e2e | STUB | STUB:PHASE3 header | web\specs\notifications.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",76,MARKER,"| notifications | page | STUB | STUB:PHASE3 header | web\src\app\notifications\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",77,MARKER,"| notifications | types | STUB | STUB:PHASE3 header | shared\types\src\notifications.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",79,MARKER,"| summary | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\summary.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",80,MARKER,"| summary | e2e | STUB | STUB:PHASE3 header | web\specs\summary.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",81,MARKER,"| summary | page | STUB | STUB:PHASE3 header | web\src\app\summary\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",82,MARKER,"| summary | types | STUB | STUB:PHASE3 header | shared\types\src\summary.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",83,MARKER,"| skills | router | STUB | STUB:PHASE3 header | apps\api\src\router\skills.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",84,MARKER,"| skills | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\skills.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",85,MARKER,"| skills | e2e | STUB | STUB:PHASE3 header | web\specs\skills.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",86,MARKER,"| skills | page | STUB | STUB:PHASE3 header | web\src\app\skills\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",87,MARKER,"| skills | types | STUB | STUB:PHASE3 header | shared\types\src\skills.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",88,MARKER,"| insights | router | STUB | STUB:PHASE3 header | apps\api\src\router\insights.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",89,MARKER,"| insights | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\insights.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",90,MARKER,"| insights | e2e | STUB | STUB:PHASE3 header | web\specs\insights.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",91,MARKER,"| insights | page | STUB | STUB:PHASE3 header | web\src\app\insights\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",92,MARKER,"| insights | types | STUB | STUB:PHASE3 header | shared\types\src\insights.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",93,MARKER,"| metrics | router | STUB | STUB:PHASE3 header | apps\api\src\router\metrics.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",94,MARKER,"| metrics | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\metrics.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",95,MARKER,"| metrics | e2e | STUB | STUB:PHASE3 header | web\specs\metrics.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",96,MARKER,"| metrics | page | STUB | STUB:PHASE3 header | web\src\app\metrics\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",97,MARKER,"| metrics | types | STUB | STUB:PHASE3 header | shared\types\src\metrics.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",98,MARKER,"| achievements | router | STUB | STUB:PHASE3 header | apps\api\src\router\achievements.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",99,MARKER,"| achievements | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\achievements.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",100,MARKER,"| achievements | e2e | STUB | STUB:PHASE3 header | web\specs\achievements.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",101,MARKER,"| achievements | page | STUB | STUB:PHASE3 header | web\src\app\achievements\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",102,MARKER,"| achievements | types | STUB | STUB:PHASE3 header | shared\types\src\achievements.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",103,MARKER,"| networking | router | STUB | STUB:PHASE3 header | apps\api\src\router\networking.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",104,MARKER,"| networking | router-test | STUB | STUB:PHASE3 header | apps\api\src\router\__tests__\networking.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",105,MARKER,"| networking | e2e | STUB | STUB:PHASE3 header | web\specs\networking.e2e.spec.ts |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",106,MARKER,"| networking | page | STUB | STUB:PHASE3 header | web\src\app\networking\page.tsx |"
"scans\stub-report-2025-09-10T15-07-02-285Z.md",107,MARKER,"| networking | types | STUB | STUB:PHASE3 header | shared\types\src\networking.ts |"
"shared\types\src\achievements.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\achievements.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\activity.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\activity.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\auth.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\auth.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\calendar.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\calendar.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\dashboard.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\dashboard.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\goals.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\goals.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\insights.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\insights.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\interviews.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\interviews.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\metrics.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\metrics.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\networking.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\networking.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\notifications.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\notifications.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\onboarding.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\onboarding.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\planner.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\planner.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\profile.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\profile.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\resume.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\resume.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\roadmap.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\roadmap.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\skills.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\skills.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"shared\types\src\summary.ts",1,MARKER,"/** STUB:PHASE3"
"shared\types\src\summary.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"tools\scripts\add-summary-feature.cjs",147,DOUBLE_CAST,"status: g.status as unknown as string,"
"tools\scripts\add-summary-feature.cjs",157,DOUBLE_CAST,"source: g.source as unknown as string,"
"tools\scripts\add-summary-feature.cjs",184,DOUBLE_CAST,"const latest = latestRaw.map((a) => ({ ...a, status: a.status as unknown as string }));"
"tools\scripts\enforce-stub-gate.cjs",3,MARKER,"* enforce-stub-gate.cjs"
"tools\scripts\enforce-stub-gate.cjs",4,MARKER,"* Idempotently enforces a stub cleanup gate in CI (.github/workflows/ci.yml)."
"tools\scripts\enforce-stub-gate.cjs",7,MARKER,"* - Inserts ""Stub gate (enforce after deadline)"" step before ""Web tests"""
"tools\scripts\enforce-stub-gate.cjs",8,MARKER,"* - Optional: also keep a non-blocking ""Stub report"" step"
"tools\scripts\enforce-stub-gate.cjs",11,MARKER,"*   node tools/scripts/enforce-stub-gate.cjs"
"tools\scripts\enforce-stub-gate.cjs",12,MARKER,"*   node tools/scripts/enforce-stub-gate.cjs --deadline=2025-10-01"
"tools\scripts\enforce-stub-gate.cjs",13,MARKER,"*   node tools/scripts/enforce-stub-gate.cjs --deadline=2025-10-01 --keep-report"
"tools\scripts\enforce-stub-gate.cjs",54,MARKER,"- name: Stub report (non-blocking)"
"tools\scripts\enforce-stub-gate.cjs",106,MARKER,"${reportStep}      - name: Stub gate (enforce after deadline)"
"tools\scripts\enforce-stub-gate.cjs",127,MARKER,"console.log('✓ Created .github/workflows/ci.yml with stub gate');"
"tools\scripts\enforce-stub-gate.cjs",131,MARKER,"if (/Stub gate \(enforce after deadline\)/.test(src)) {"
"tools\scripts\enforce-stub-gate.cjs",137,MARKER,"console.log(`✓ Updated stub gate deadline to ${deadline}`);"
"tools\scripts\enforce-stub-gate.cjs",139,MARKER,"console.log('= Stub gate already present (deadline unchanged)');"
"tools\scripts\enforce-stub-gate.cjs",141,MARKER,"if (keepReport && !/Stub report \(non-blocking\)/.test(updated)) {"
"tools\scripts\enforce-stub-gate.cjs",143,MARKER,"const gateAnchor = updated.indexOf('- name: Stub gate (enforce after deadline)');"
"tools\scripts\enforce-stub-gate.cjs",146,MARKER,"const report = `      - name: Stub report (non-blocking)\n        run: pnpm run scan:stubs\n\n`;"
"tools\scripts\enforce-stub-gate.cjs",149,MARKER,"console.log('✓ Inserted non-blocking stub report step');"
"tools\scripts\enforce-stub-gate.cjs",154,MARKER,"// No stub gate yet: insert before ""Web tests"" if possible, else append to steps."
"tools\scripts\enforce-stub-gate.cjs",155,MARKER,"const gateBlock = `${keepReport ? `      - name: Stub report (non-blocking)\n        run: pnpm run scan:stubs\n\n` : ''}      - name: Stub gate (enforce after deadline)\n        run: pnpm run scan:stubs -- --fail-after=${deadline}\n\n`;"
"tools\scripts\enforce-stub-gate.cjs",168,MARKER,"console.log('✓ Inserted stub gate into existing CI workflow');"
"tools\scripts\enforce-stub-gate.cjs",170,MARKER,"console.log('! Could not insert stub gate automatically. Please review .github/workflows/ci.yml');"
"tools\scripts\enforce-stub-gate.cjs",175,MARKER,"console.log('--- enforce-stub-gate ---');"
"tools\scripts\find-stubs.cjs",4,MARKER,"*  - markers: TODO, FIXME, HACK, STUB, PLACEHOLDER, WIP, TEMP"
"tools\scripts\find-stubs.cjs",5,NOT_IMPLEMENTED,"*  - not-implemented: throw new Error('Not implemented'), unimplemented"
"tools\scripts\find-stubs.cjs",6,TS_BANDAID,"*  - type band-aids: @ts-ignore, @ts-expect-error, as any, as unknown as"
"tools\scripts\find-stubs.cjs",6,CAST_ANY,"*  - type band-aids: @ts-ignore, @ts-expect-error, as any, as unknown as"
"tools\scripts\find-stubs.cjs",6,DOUBLE_CAST,"*  - type band-aids: @ts-ignore, @ts-expect-error, as any, as unknown as"
"tools\scripts\find-stubs.cjs",7,MARKER,"*  - trivial/spec stubs: specs with ≤1 expect and names like sanity|health|stub|smoke"
"tools\scripts\find-stubs.cjs",10,MARKER,"*  - tools/reports/stub-scan-<timestamp>.csv"
"tools\scripts\find-stubs.cjs",11,MARKER,"*  - tools/reports/stub-scan-<timestamp>.md"
"tools\scripts\find-stubs.cjs",14,MARKER,"*  --suggest-deletes   Print a one-liner 'git rm' for obvious stub specs"
"tools\scripts\find-stubs.cjs",27,MARKER,"{ type:'MARKER', re:/\b(TODO|FIXME|HACK|STUB|PLACEHOLDER|WIP|TEMP)\b/i },"
"tools\scripts\find-stubs.cjs",34,MARKER,"const STUB_SPEC_NAME = /(sanity|health|placeholder|stub|smoke)/i;"
"tools\scripts\find-stubs.cjs",65,MARKER,"// spec stub heuristic"
"tools\scripts\find-stubs.cjs",84,MARKER,"const csvPath = path.join(OUTDIR, `stub-scan-${stamp}.csv`);"
"tools\scripts\find-stubs.cjs",85,MARKER,"const mdPath  = path.join(OUTDIR, `stub-scan-${stamp}.md`);"
"tools\scripts\find-stubs.cjs",93,MARKER,"let md = `# Stub Scan Report (${stamp})\n\n`;"
"tools\scripts\find-stubs.cjs",97,MARKER,"md += `## Obvious stub specs (${stubSpecs.length})\n`;"
"tools\scripts\find-stubs.cjs",110,MARKER,"console.log('\n# Suggested commands to remove obvious stub tests (review before running):');"
"tools\scripts\fix-phase3-all.cjs",60,DOUBLE_CAST,"const globalForPrisma = globalThis as unknown as { prisma?: PrismaClient };"
"tools\scripts\fix-phase3-all.cjs",77,MARKER,"// Minimal placeholder router for ""${mod}"" (replace with real tRPC wiring later)."
"tools\scripts\fix-phase3-all.cjs",78,CAST_ANY,"export const ${mod}Router = {} as any;"
"tools\scripts\fix-phase3-all.cjs",98,MARKER,"const body = `// Minimal app router (placeholder) – switch to real tRPC when ready"
"tools\scripts\fix-phase3-all.cjs",102,CAST_ANY,"} as any;"
"tools\scripts\fix-phase3-all.cjs",167,MARKER,"// 4) E2E placeholder (web/specs/<mod>.e2e.spec.ts)"
"tools\scripts\fix-phase3-all.cjs",170,MARKER,"if (exists(p)) { console.log(`= e2e placeholder present: ${mod}`); return; }"
"tools\scripts\fix-phase3-all.cjs",171,MARKER,"writeIfDiff(p, `// e2e placeholder for ""${mod}"" – move to web-e2e/ when real Playwright is wired"
"tools\scripts\fix-phase3-all.cjs",172,MARKER,"describe('${mod} page (e2e placeholder)', () => {"
"tools\scripts\fix-phase3-all.cjs",173,MARKER,"it('placeholder', () => expect(true).toBe(true));"
"tools\scripts\fix-phase3-all.cjs",176,MARKER,"console.log(`✓ e2e placeholder created: ${mod}`);"
"tools\scripts\fix-phase3-all.cjs",179,MARKER,"// 5) Web page stub (web/src/app/<mod>/page.tsx)"
"tools\scripts\fix-phase3-tracker.cjs",58,DOUBLE_CAST,"const globalForPrisma = globalThis as unknown as { prisma?: PrismaClient };"
"tools\scripts\fix-phase3-tracker.cjs",92,MARKER,"// placeholder to avoid runtime errors in tests; your web tests mock this anyway"
"tools\scripts\fix-phase3-tracker.cjs",99,CAST_ANY,"} as any;"
"tools\scripts\fix-phase3-tracker.cjs",147,CAST_ANY,"export const appRouter = { tracker: trackerRouter } as any;"
"tools\scripts\fix-phase3-tracker.cjs",213,MARKER,"// 5) E2E test placeholder (web/specs/tracker.e2e.spec.ts) – Playwright-style"
"tools\scripts\fix-phase3-tracker.cjs",221,MARKER,"describe('tracker page (e2e placeholder)', () => {"
"tools\scripts\fix-phase3-tracker.cjs",222,MARKER,"it('placeholder', () => {"
"tools\scripts\fix-phase3-tracker.cjs",228,MARKER,"console.log('✓ Added tracker e2e placeholder test');"
"tools\scripts\fix-phase3-tracker.cjs",230,MARKER,"console.log('= tracker e2e placeholder present');"
"tools\scripts\fix-prepush-blockers.cjs",67,CAST_ANY,"createClient: () => ({} as any),"
"tools\scripts\gen-module.cjs",72,CAST_ANY,"const caller = r.createCaller({} as any);"
"tools\scripts\mark-existing-stubs.cjs",4,MARKER,"* Adds a standard header ""STUB:PHASE3"" to known scaffolded files (idempotent)."
"tools\scripts\mark-existing-stubs.cjs",25,MARKER,"const STUB_HDR = `/** STUB:PHASE3"
"tools\scripts\mark-existing-stubs.cjs",26,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"tools\scripts\mark-existing-stubs.cjs",35,MARKER,"if (src.startsWith('/** STUB:PHASE3')) return false;"
"tools\scripts\mark-existing-stubs.cjs",49,MARKER,"/Minimal placeholder router|export const\s+\w+Router\s*=\s*\{\}\s*as any;/.test(s)"
"tools\scripts\mark-existing-stubs.cjs",49,CAST_ANY,"/Minimal placeholder router|export const\s+\w+Router\s*=\s*\{\}\s*as any;/.test(s)"
"tools\scripts\mark-existing-stubs.cjs",66,MARKER,"/placeholder/.test(s) || /expect\(true\)\.toBe\(true\)/.test(s)"
"tools\scripts\mark-existing-stubs.cjs",89,MARKER,"console.log(tagged ? `✓ Tagged ${tagged} stub file(s) with STUB:PHASE3` : '= No new stubs tagged');"
"tools\scripts\scaffold-tracker.cjs",7,MARKER,"* - Web: /web/src/app/tracker/page.tsx (Kanban stub using shared/trpc client)"
"tools\scripts\scaffold-tracker.cjs",8,MARKER,"* - Tests: api tracker specs + web test stub"
"tools\scripts\scaffold-tracker.cjs",322,MARKER,"// Web test stub"
"tools\scripts\scan-stubs.cjs",39,MARKER,"if (!src) return { stub:false, reason:'' };"
"tools\scripts\scan-stubs.cjs",40,MARKER,"if (src.startsWith('/** STUB:PHASE3')) return { stub:true, reason:'STUB:PHASE3 header' };"
"tools\scripts\scan-stubs.cjs",41,MARKER,"if (/Minimal placeholder router|export const\s+\w+Router\s*=\s*\{\}\s*as any;/.test(src))"
"tools\scripts\scan-stubs.cjs",41,CAST_ANY,"if (/Minimal placeholder router|export const\s+\w+Router\s*=\s*\{\}\s*as any;/.test(src))"
"tools\scripts\scan-stubs.cjs",42,MARKER,"return { stub:true, reason:'placeholder router' };"
"tools\scripts\scan-stubs.cjs",43,MARKER,"if (/expect\(true\)\.toBe\(true\)/.test(src) || /placeholder/.test(src))"
"tools\scripts\scan-stubs.cjs",44,MARKER,"return { stub:true, reason:'placeholder test' };"
"tools\scripts\scan-stubs.cjs",46,MARKER,"return { stub:true, reason:'minimal DTO type' };"
"tools\scripts\scan-stubs.cjs",48,MARKER,"return { stub:true, reason:'minimal page stub' };"
"tools\scripts\scan-stubs.cjs",49,MARKER,"return { stub:false, reason:'' };"
"tools\scripts\scan-stubs.cjs",56,MARKER,"const { stub, reason } = detectStub(src);"
"tools\scripts\scan-stubs.cjs",57,MARKER,"return { module: mod, kind, path: p ? path.relative(ROOT, p) : '', status: stub ? 'STUB' : 'REAL', reason };"
"tools\scripts\scan-stubs.cjs",86,MARKER,"const jsonOut = path.join(P.scansDir, `stub-report-${when}.json`);"
"tools\scripts\scan-stubs.cjs",87,MARKER,"const mdOut   = path.join(P.scansDir, `stub-report-${when}.md`);"
"tools\scripts\scan-stubs.cjs",92,MARKER,"stubs: rows.filter(r => r.status === 'STUB').length,"
"tools\scripts\scan-stubs.cjs",99,MARKER,"let md = `# Stub Report\n\nGenerated: ${report.when}\n\n`;"
"tools\scripts\scan-stubs.cjs",107,MARKER,"console.log('✓ Stub scan complete');"
"web\specs\achievements.e2e.spec.ts",1,MARKER,"/** STUB:PHASE3"
"web\specs\achievements.e2e.spec.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"web\specs\achievements.e2e.spec.ts",5,MARKER,"// e2e placeholder for ""achievements"" – move to web-e2e/ when real Playwright is wired"
"web\specs\achievements.e2e.spec.ts",6,MARKER,"describe('achievements page (e2e placeholder)', () => {"
"web\specs\achievements.e2e.spec.ts",7,MARKER,"it('placeholder', () => expect(true).toBe(true));"
"web\specs\activity.e2e.spec.ts",1,MARKER,"/** STUB:PHASE3"
"web\specs\activity.e2e.spec.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"web\specs\activity.e2e.spec.ts",5,MARKER,"// e2e placeholder for ""activity"" – move to web-e2e/ when real Playwright is wired"
"web\specs\activity.e2e.spec.ts",6,MARKER,"describe('activity page (e2e placeholder)', () => {"
"web\specs\activity.e2e.spec.ts",7,MARKER,"it('placeholder', () => expect(true).toBe(true));"
"web\specs\auth.e2e.spec.ts",1,MARKER,"/** STUB:PHASE3"
"web\specs\auth.e2e.spec.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"web\specs\auth.e2e.spec.ts",5,MARKER,"// e2e placeholder for ""auth"" – move to web-e2e/ when real Playwright is wired"
"web\specs\auth.e2e.spec.ts",6,MARKER,"describe('auth page (e2e placeholder)', () => {"
"web\specs\auth.e2e.spec.ts",7,MARKER,"it('placeholder', () => expect(true).toBe(true));"
"web\specs\calendar.e2e.spec.ts",1,MARKER,"/** STUB:PHASE3"
"web\specs\calendar.e2e.spec.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
"web\specs\calendar.e2e.spec.ts",5,MARKER,"// e2e placeholder for ""calendar"" – move to web-e2e/ when real Playwright is wired"
"web\specs\calendar.e2e.spec.ts",6,MARKER,"describe('calendar page (e2e placeholder)', () => {"
"web\specs\calendar.e2e.spec.ts",7,MARKER,"it('placeholder', () => expect(true).toBe(true));"
"web\specs\dashboard.e2e.spec.ts",1,MARKER,"/** STUB:PHASE3"
"web\specs\dashboard.e2e.spec.ts",2,MARKER,"* This is a scaffold placeholder. Replace with a real implementation."
